ETITLE:      TS           BOND          ANGLE          DIHED          IMPRP               ELECT            VDW       BOUNDARY           MISC        KINETIC               TOTAL           TEMP      POTENTIAL         TOTAL3        TEMPAVG            PRESSURE      GPRESSURE         VOLUME       PRESSAVG      GPRESSAVG
ENERGY:      81       236.0946       150.4845         0.0000         0.0000          -5957.5040       822.8811         0.0000         0.0000         0.0000          -4748.0438         0.0000     -4748.0438     -4748.0438         0.0000           3051.3765     -9437.9423     23823.1240      3051.3765     -9437.9423
ENERGY:      82       236.0374       150.3718         0.0000         0.0000          -5959.4938       819.8551         0.0000         0.0000         0.0000          -4753.2297         0.0000     -4753.2297     -4753.2297         0.0000           3001.8891     -9495.2295     23823.1240      3001.8891     -9495.2295
ENERGY:      83       236.0039       150.2669         0.0000         0.0000          -5961.4996       816.9857         0.0000         0.0000         0.0000          -4758.2432         0.0000     -4758.2432     -4758.2432         0.0000           2953.6111     -9550.5117     23823.1240      2953.6111     -9550.5117
ENERGY:      84       236.0302       150.1957         0.0000         0.0000          -5963.5680       814.2927         0.0000         0.0000         0.0000          -4763.0494         0.0000     -4763.0494     -4763.0494         0.0000           2905.2658     -9603.6471     23823.1240      2905.2658     -9603.6471
ENERGY:      85       236.0769       150.1306         0.0000         0.0000          -5965.6462       811.7418         0.0000         0.0000         0.0000          -4767.6969         0.0000     -4767.6969     -4767.6969         0.0000           2857.9643     -9654.8139     23823.1240      2857.9643     -9654.8139
ENERGY:      86       236.1390       150.0812         0.0000         0.0000          -5967.7199       809.3443         0.0000         0.0000         0.0000          -4772.1553         0.0000     -4772.1553     -4772.1553         0.0000           2812.9671     -9703.6388     23823.1240      2812.9671     -9703.6388
ENERGY:      87       236.2184       150.0365         0.0000         0.0000          -5969.7989       807.0669         0.0000         0.0000         0.0000          -4776.4770         0.0000     -4776.4770     -4776.4770         0.0000           2768.7844     -9750.6386     23823.1240      2768.7844     -9750.6386
ENERGY:      88       236.2968       150.0012         0.0000         0.0000          -5971.8586       804.9192         0.0000         0.0000         0.0000          -4780.6414         0.0000     -4780.6414     -4780.6414         0.0000           2727.3132     -9795.4517     23823.1240      2727.3132     -9795.4517
ENERGY:      89       236.3900       149.9697         0.0000         0.0000          -5973.9382       802.8676         0.0000         0.0000         0.0000          -4784.7110         0.0000     -4784.7110     -4784.7110         0.0000           2686.3128     -9838.8532     23823.1240      2686.3128     -9838.8532
ENERGY:      90       236.4744       149.9445         0.0000         0.0000          -5976.0187       800.9243         0.0000         0.0000         0.0000          -4788.6756         0.0000     -4788.6756     -4788.6756         0.0000           2647.9041     -9898.7801     23823.1240      2647.9041     -9898.7801
ENERGY:      91       236.5719       149.9227         0.0000         0.0000          -5978.1521       799.0551         0.0000         0.0000         0.0000          -4792.6024         0.0000     -4792.6024     -4792.6024         0.0000           2609.7759     -9939.5941     23823.1240      2609.7759     -9939.5941
ENERGY:      92       236.6575       149.9054         0.0000         0.0000          -5980.3402       797.2763         0.0000         0.0000         0.0000          -4796.5010         0.0000     -4796.5010     -4796.5010         0.0000           2573.9677     -9979.4198     23823.1240      2573.9677     -9979.4198
ENERGY:      93       236.7552       149.8914         0.0000         0.0000          -5982.6518       795.5540         0.0000         0.0000         0.0000          -4800.4513         0.0000     -4800.4513     -4800.4513         0.0000           2538.0986    -10019.3241     23823.1240      2538.0986    -10019.3241
ENERGY:      94       236.8406       149.8800         0.0000         0.0000          -5985.0967       793.9073         0.0000         0.0000         0.0000          -4804.4688         0.0000     -4804.4688     -4804.4688         0.0000           2504.1898    -10059.1924     23823.1240      2504.1898    -10059.1924
ENERGY:      95       236.9377       149.8718         0.0000         0.0000          -5987.7455       792.3045         0.0000         0.0000         0.0000          -4808.6315         0.0000     -4808.6315     -4808.6315         0.0000           2470.0117    -10100.1075     23823.1240      2470.0117    -10100.1075
ENERGY:      96       237.0237       149.8641         0.0000         0.0000          -5990.6062       790.7667         0.0000         0.0000         0.0000          -4812.9517         0.0000     -4812.9517     -4812.9517         0.0000           2437.3151    -10141.8932     23823.1240      2437.3151    -10141.8932
